	NCBI_ID	Database	BioSample	LCMS_file	Genome_label	Method	New_NCBI_ID	Downloaded
372	ERS4341542	ENA_NCBI_accession	ERS4341542	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85240_BH5_01_35298.mzXML	ERS4341542	metagenome	ERS4341542	yes
373	ERS4341543	ENA_NCBI_accession	ERS4341543	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85241_BE7_01_35259.mzXML	ERS4341543	metagenome	ERS4341543	yes
374	ERS4341544	ENA_NCBI_accession	ERS4341544	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85242_BG7_01_35288.mzXML	ERS4341544	metagenome	ERS4341544	yes
375	ERS4341545	ENA_NCBI_accession	ERS4341545	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85243_RF6_01_35388.mzXML	ERS4341545	metagenome	ERS4341545	yes
376	ERS4341546	ENA_NCBI_accession	ERS4341546	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85244_BC8_01_35228.mzXML	ERS4341546	metagenome	ERS4341546	yes
377	ERS4341547	ENA_NCBI_accession	ERS4341547	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85245_BB10_01_35217.mzXML	ERS4341547	metagenome	ERS4341547	yes
378	ERS4341548	ENA_NCBI_accession	ERS4341548	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85246_RH10_01_35188.mzXML	ERS4341548	metagenome	ERS4341548	yes
379	ERS4341549	ENA_NCBI_accession	ERS4341549	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85247_RB2_01_35093.mzXML	ERS4341549	metagenome	ERS4341549	yes
380	ERS4341550	ENA_NCBI_accession	ERS4341550	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85248_RH6_01_35183.mzXML	ERS4341550	metagenome	ERS4341550	yes
381	ERS4341551	ENA_NCBI_accession	ERS4341551	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85249_BE6_01_35255.mzXML	ERS4341551	metagenome	ERS4341551	yes
382	ERS4341552	ENA_NCBI_accession	ERS4341552	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85250_BE5_01_35254.mzXML	ERS4341552	metagenome	ERS4341552	yes
383	ERS4341553	ENA_NCBI_accession	ERS4341553	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85251_RD4_01_35356.mzXML	ERS4341553	metagenome	ERS4341553	yes
384	ERS4341555	ENA_NCBI_accession	ERS4341555	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85253_RE9_01_35145.mzXML	ERS4341555	metagenome	ERS4341555	yes
385	ERS4341556	ENA_NCBI_accession	ERS4341556	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85254_BB2_01_35208.mzXML	ERS4341556	metagenome	ERS4341556	yes
386	ERS4341557	ENA_NCBI_accession	ERS4341557	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85255_RA6_01_35318.mzXML	ERS4341557	metagenome	ERS4341557	yes
387	ERS4341558	ENA_NCBI_accession	ERS4341558	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85256_RF3_01_35385.mzXML	ERS4341558	metagenome	ERS4341558	yes
388	ERS4341560	ENA_NCBI_accession	ERS4341560	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85258_RB11_01_35448.mzXML	ERS4341560	metagenome	ERS4341560	yes
389	ERS4341561	ENA_NCBI_accession	ERS4341561	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85259_BG8_01_35289.mzXML	ERS4341561	metagenome	ERS4341561	yes
390	ERS4341562	ENA_NCBI_accession	ERS4341562	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85260_RB2_01_35328.mzXML	ERS4341562	metagenome	ERS4341562	yes
391	ERS4341563	ENA_NCBI_accession	ERS4341563	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85261_BF8_01_35276.mzXML	ERS4341563	metagenome	ERS4341563	yes
392	ERS4341564	ENA_NCBI_accession	ERS4341564	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85262_RC6_01_35111.mzXML	ERS4341564	metagenome	ERS4341564	yes
393	ERS4341565	ENA_NCBI_accession	ERS4341565	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85263_RE10_01_35146.mzXML	ERS4341565	metagenome	ERS4341565	yes
394	ERS4341566	ENA_NCBI_accession	ERS4341566	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85264_RE11_01_35379.mzXML	ERS4341566	metagenome	ERS4341566	yes
395	ERS4341567	ENA_NCBI_accession	ERS4341567	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85265_RH3_01_35180.mzXML	ERS4341567	metagenome	ERS4341567	yes
396	ERS4341568	ENA_NCBI_accession	ERS4341568	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85266_RE4_01_35139.mzXML	ERS4341568	metagenome	ERS4341568	yes
397	ERS4341569	ENA_NCBI_accession	ERS4341569	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85267_RC8_01_35114.mzXML	ERS4341569	metagenome	ERS4341569	yes
398	ERS4341570	ENA_NCBI_accession	ERS4341570	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85268_RD9_01_35362.mzXML	ERS4341570	metagenome	ERS4341570	yes
399	ERS4341571	ENA_NCBI_accession	ERS4341571	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85269_RA9_01_35323.mzXML	ERS4341571	metagenome	ERS4341571	yes
400	ERS4341572	ENA_NCBI_accession	ERS4341572	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85270_BF9_01_35610.mzXML	ERS4341572	metagenome	ERS4341572	yes
401	ERS4341573	ENA_NCBI_accession	ERS4341573	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85271_RC4_01_35454.mzXML	ERS4341573	metagenome	ERS4341573	yes
402	ERS4341574	ENA_NCBI_accession	ERS4341574	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85272_RC3_01_35108.mzXML	ERS4341574	metagenome	ERS4341574	yes
403	ERS4341575	ENA_NCBI_accession	ERS4341575	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85273_BH9_01_35645.mzXML	ERS4341575	metagenome	ERS4341575	yes
404	ERS4341576	ENA_NCBI_accession	ERS4341576	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85274_BD9_01_35580.mzXML	ERS4341576	metagenome	ERS4341576	yes
405	ERS4341577	ENA_NCBI_accession	ERS4341577	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85275_BB5_01_35551.mzXML	ERS4341577	metagenome	ERS4341577	yes
406	ERS4341578	ENA_NCBI_accession	ERS4341578	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85276_RA8_01_35322.mzXML	ERS4341578	metagenome	ERS4341578	yes
407	ERS4341579	ENA_NCBI_accession	ERS4341579	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85277_BF8_01_35609.mzXML	ERS4341579	metagenome	ERS4341579	yes
408	ERS4341580	ENA_NCBI_accession	ERS4341580	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85278_BH11_01_35305.mzXML	ERS4341580	metagenome	ERS4341580	yes
409	ERS4341581	ENA_NCBI_accession	ERS4341581	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85279_RB4_01_35330.mzXML	ERS4341581	metagenome	ERS4341581	yes
410	ERS4341582	ENA_NCBI_accession	ERS4341582	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85280_RB7_01_35334.mzXML	ERS4341582	metagenome	ERS4341582	yes
411	ERS4341583	ENA_NCBI_accession	ERS4341583	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85281_RE10_01_35378.mzXML	ERS4341583	metagenome	ERS4341583	yes
412	ERS4341584	ENA_NCBI_accession	ERS4341584	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85282_RD6_01_35358.mzXML	ERS4341584	metagenome	ERS4341584	yes
413	ERS4341585	ENA_NCBI_accession	ERS4341585	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85283_RG8_01_35404.mzXML	ERS4341585	metagenome	ERS4341585	yes
414	ERS4341586	ENA_NCBI_accession	ERS4341586	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85284_BF12_01_35280.mzXML	ERS4341586	metagenome	ERS4341586	yes
415	ERS4341587	ENA_NCBI_accession	ERS4341587	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85285_RB9_01_35336.mzXML	ERS4341587	metagenome	ERS4341587	yes
416	ERS4341588	ENA_NCBI_accession	ERS4341588	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85286_RF9_01_35392.mzXML	ERS4341588	metagenome	ERS4341588	yes
417	ERS4341589	ENA_NCBI_accession	ERS4341589	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85287_BB2_01_35547.mzXML	ERS4341589	metagenome	ERS4341589	yes
418	ERS4341590	ENA_NCBI_accession	ERS4341590	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85288_BF6_01_35273.mzXML	ERS4341590	metagenome	ERS4341590	yes
419	ERS4341591	ENA_NCBI_accession	ERS4341591	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85289_BD8_01_35241.mzXML	ERS4341591	metagenome	ERS4341591	yes
420	ERS4341592	ENA_NCBI_accession	ERS4341592	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85290_BG3_01_35283.mzXML	ERS4341592	metagenome	ERS4341592	yes
421	ERS4341593	ENA_NCBI_accession	ERS4341593	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85291_BF4_01_35271.mzXML	ERS4341593	metagenome	ERS4341593	yes
422	ERS4341594	ENA_NCBI_accession	ERS4341594	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85292_RH9_01_35418.mzXML	ERS4341594	metagenome	ERS4341594	yes
423	ERS4341595	ENA_NCBI_accession	ERS4341595	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85293_RC6_01_35345.mzXML	ERS4341595	metagenome	ERS4341595	yes
424	ERS4341596	ENA_NCBI_accession	ERS4341596	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85294_RA3_01_35315.mzXML	ERS4341596	metagenome	ERS4341596	yes
425	ERS4341597	ENA_NCBI_accession	ERS4341597	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85295_BG4_01_35284.mzXML	ERS4341597	metagenome	ERS4341597	yes
426	ERS4341598	ENA_NCBI_accession	ERS4341598	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85296_RD11_01_35364.mzXML	ERS4341598	metagenome	ERS4341598	yes
427	ERS4341599	ENA_NCBI_accession	ERS4341599	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85297_RG6_01_35401.mzXML	ERS4341599	metagenome	ERS4341599	yes
428	ERS4341600	ENA_NCBI_accession	ERS4341600	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85298_BE3_01_35252.mzXML	ERS4341600	metagenome	ERS4341600	yes
429	ERS4341601	ENA_NCBI_accession	ERS4341601	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85299_RD10_01_35363.mzXML	ERS4341601	metagenome	ERS4341601	yes
430	ERS4341602	ENA_NCBI_accession	ERS4341602	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85300_RC10_01_35350.mzXML	ERS4341602	metagenome	ERS4341602	yes
431	ERS4341603	ENA_NCBI_accession	ERS4341603	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85301_BF5_01_35272.mzXML	ERS4341603	metagenome	ERS4341603	yes
432	ERS4341604	ENA_NCBI_accession	ERS4341604	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85302_BB6_01_35212.mzXML	ERS4341604	metagenome	ERS4341604	yes
433	ERS4341605	ENA_NCBI_accession	ERS4341605	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85303_RH2_01_35410.mzXML	ERS4341605	metagenome	ERS4341605	yes
434	ERS4341606	ENA_NCBI_accession	ERS4341606	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85304_RD3_01_35355.mzXML	ERS4341606	metagenome	ERS4341606	yes
435	ERS4341607	ENA_NCBI_accession	ERS4341607	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85305_BB4_01_35210.mzXML	ERS4341607	metagenome	ERS4341607	yes
436	ERS4341608	ENA_NCBI_accession	ERS4341608	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85306_BC3_01_35222.mzXML	ERS4341608	metagenome	ERS4341608	yes
437	ERS4341609	ENA_NCBI_accession	ERS4341609	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85307_BD6_01_35238.mzXML	ERS4341609	metagenome	ERS4341609	yes
438	ERS4341610	ENA_NCBI_accession	ERS4341610	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85308_RD2_01_35354.mzXML	ERS4341610	metagenome	ERS4341610	yes
439	ERS4341611	ENA_NCBI_accession	ERS4341611	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85309_BC4_01_35223.mzXML	ERS4341611	metagenome	ERS4341611	yes
440	ERS4341612	ENA_NCBI_accession	ERS4341612	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85310_BA7_01_35201.mzXML	ERS4341612	metagenome	ERS4341612	yes
441	ERS4341613	ENA_NCBI_accession	ERS4341613	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85311_BH4_01_35297.mzXML	ERS4341613	metagenome	ERS4341613	yes
442	ERS4341614	ENA_NCBI_accession	ERS4341614	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85312_BG6_01_35286.mzXML	ERS4341614	metagenome	ERS4341614	yes
443	ERS4341615	ENA_NCBI_accession	ERS4341615	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85313_RE2_01_35137.mzXML	ERS4341615	metagenome	ERS4341615	yes
444	ERS4341616	ENA_NCBI_accession	ERS4341616	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85314_RG9_01_35174.mzXML	ERS4341616	metagenome	ERS4341616	yes
445	ERS4341617	ENA_NCBI_accession	ERS4341617	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85315_BH2_01_35295.mzXML	ERS4341617	metagenome	ERS4341617	yes
446	ERS4341618	ENA_NCBI_accession	ERS4341618	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85316_RD11_01_35131.mzXML	ERS4341618	metagenome	ERS4341618	yes
447	ERS4341619	ENA_NCBI_accession	ERS4341619	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85317_RA11_01_35089.mzXML	ERS4341619	metagenome	ERS4341619	yes
448	ERS4341620	ENA_NCBI_accession	ERS4341620	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85318_RD6_01_35125.mzXML	ERS4341620	metagenome	ERS4341620	yes
449	ERS4341621	ENA_NCBI_accession	ERS4341621	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85319_BE8_01_35263.mzXML	ERS4341621	metagenome	ERS4341621	yes
450	ERS4341622	ENA_NCBI_accession	ERS4341622	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85320_RE11_01_35147.mzXML	ERS4341622	metagenome	ERS4341622	yes
451	ERS4341623	ENA_NCBI_accession	ERS4341623	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85321_BH9_01_35303.mzXML	ERS4341623	metagenome	ERS4341623	yes
452	ERS4341624	ENA_NCBI_accession	ERS4341624	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85322_RD9_01_35129.mzXML	ERS4341624	metagenome	ERS4341624	yes
453	ERS4341625	ENA_NCBI_accession	ERS4341625	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85323_RC9_01_35349.mzXML	ERS4341625	metagenome	ERS4341625	yes
454	ERS4341626	ENA_NCBI_accession	ERS4341626	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85324_RG8_01_35173.mzXML	ERS4341626	metagenome	ERS4341626	yes
455	ERS4341627	ENA_NCBI_accession	ERS4341627	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85325_RA7_01_35321.mzXML	ERS4341627	metagenome	ERS4341627	yes
456	ERS4341628	ENA_NCBI_accession	ERS4341628	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85326_RC8_01_35348.mzXML	ERS4341628	metagenome	ERS4341628	yes
457	ERS4341629	ENA_NCBI_accession	ERS4341629	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85327_BC11_01_35231.mzXML	ERS4341629	metagenome	ERS4341629	yes
458	ERS4341630	ENA_NCBI_accession	ERS4341630	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85339_RA10_01_35088.mzXML	ERS4341630	metagenome	ERS4341630	yes
459	ERS4341631	ENA_NCBI_accession	ERS4341631	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85340_RB3_01_35329.mzXML	ERS4341631	metagenome	ERS4341631	yes
460	ERS4341632	ENA_NCBI_accession	ERS4341632	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85341_BH10_01_35304.mzXML	ERS4341632	metagenome	ERS4341632	yes
461	ERS4341633	ENA_NCBI_accession	ERS4341633	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85342_RF11_01_35394.mzXML	ERS4341633	metagenome	ERS4341633	yes
462	ERS4341634	ENA_NCBI_accession	ERS4341634	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85343_RA7_01_35085.mzXML	ERS4341634	metagenome	ERS4341634	yes
463	ERS4341635	ENA_NCBI_accession	ERS4341635	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85344_RH9_01_35187.mzXML	ERS4341635	metagenome	ERS4341635	yes
464	ERS4341636	ENA_NCBI_accession	ERS4341636	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85345_RA9_01_35087.mzXML	ERS4341636	metagenome	ERS4341636	yes
465	ERS4341637	ENA_NCBI_accession	ERS4341637	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85346_BG11_01_35292.mzXML	ERS4341637	metagenome	ERS4341637	yes
466	ERS4341638	ENA_NCBI_accession	ERS4341638	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85348_BC10_01_35230.mzXML	ERS4341638	metagenome	ERS4341638	yes
467	ERS4341639	ENA_NCBI_accession	ERS4341639	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85349_RH4_01_35412.mzXML	ERS4341639	metagenome	ERS4341639	yes
468	ERS4341640	ENA_NCBI_accession	ERS4341640	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85350_BD10_01_35243.mzXML	ERS4341640	metagenome	ERS4341640	yes
469	ERS4341641	ENA_NCBI_accession	ERS4341641	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85351_BB3_01_35209.mzXML	ERS4341641	metagenome	ERS4341641	yes
470	ERS4341642	ENA_NCBI_accession	ERS4341642	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85352_BE11_01_35266.mzXML	ERS4341642	metagenome	ERS4341642	yes
471	ERS4341643	ENA_NCBI_accession	ERS4341643	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85353_BA5_01_35198.mzXML	ERS4341643	metagenome	ERS4341643	yes
472	ERS4341644	ENA_NCBI_accession	ERS4341644	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85354_RE3_01_35138.mzXML	ERS4341644	metagenome	ERS4341644	yes
473	ERS4341645	ENA_NCBI_accession	ERS4341645	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85355_BH8_01_35302.mzXML	ERS4341645	metagenome	ERS4341645	yes
474	ERS4341646	ENA_NCBI_accession	ERS4341646	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85356_BE2_01_35251.mzXML	ERS4341646	metagenome	ERS4341646	yes
475	ERS4341647	ENA_NCBI_accession	ERS4341647	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85357_BC12_01_35232.mzXML	ERS4341647	metagenome	ERS4341647	yes
476	ERS4341648	ENA_NCBI_accession	ERS4341648	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85358_RA5_01_35082.mzXML	ERS4341648	metagenome	ERS4341648	yes
477	ERS4341649	ENA_NCBI_accession	ERS4341649	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85359_BC2_01_35221.mzXML	ERS4341649	metagenome	ERS4341649	yes
478	ERS4341650	ENA_NCBI_accession	ERS4341650	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85360_RF12_01_35395.mzXML	ERS4341650	metagenome	ERS4341650	yes
479	ERS4341651	ENA_NCBI_accession	ERS4341651	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85361_RG3_01_35166.mzXML	ERS4341651	metagenome	ERS4341651	yes
480	ERS4341653	ENA_NCBI_accession	ERS4341653	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85363_rerun_BC5_01_35256.mzXML	ERS4341653	metagenome	ERS4341653	yes
481	ERS4341654	ENA_NCBI_accession	ERS4341654	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85364_RB4_01_35095.mzXML	ERS4341654	metagenome	ERS4341654	yes
482	ERS4341655	ENA_NCBI_accession	ERS4341655	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85365_RA6_01_35083.mzXML	ERS4341655	metagenome	ERS4341655	yes
483	ERS4341656	ENA_NCBI_accession	ERS4341656	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85366_RF9_01_35159.mzXML	ERS4341656	metagenome	ERS4341656	yes
484	ERS4341658	ENA_NCBI_accession	ERS4341658	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85368_RG4_01_35399.mzXML	ERS4341658	metagenome	ERS4341658	yes
485	ERS4341659	ENA_NCBI_accession	ERS4341659	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85369_BA12_01_35206.mzXML	ERS4341659	metagenome	ERS4341659	yes
486	ERS4341660	ENA_NCBI_accession	ERS4341660	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85370_RE4_01_35372.mzXML	ERS4341660	metagenome	ERS4341660	yes
487	ERS4341661	ENA_NCBI_accession	ERS4341661	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85371_BG12_01_35293.mzXML	ERS4341661	metagenome	ERS4341661	yes
488	ERS4341662	ENA_NCBI_accession	ERS4341662	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85372_BD5_01_35576.mzXML	ERS4341662	metagenome	ERS4341662	yes
489	ERS4341663	ENA_NCBI_accession	ERS4341663	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85373_RA4_01_35316.mzXML	ERS4341663	metagenome	ERS4341663	yes
490	ERS4341664	ENA_NCBI_accession	ERS4341664	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85374_RC3_01_35342.mzXML	ERS4341664	metagenome	ERS4341664	yes
491	ERS4341665	ENA_NCBI_accession	ERS4341665	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85375_RF2_01_35384.mzXML	ERS4341665	metagenome	ERS4341665	yes
492	ERS4341666	ENA_NCBI_accession	ERS4341666	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85376_BE4_01_35590.mzXML	ERS4341666	metagenome	ERS4341666	yes
493	ERS4341667	ENA_NCBI_accession	ERS4341667	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85377_BB5_01_35211.mzXML	ERS4341667	metagenome	ERS4341667	yes
494	ERS4341668	ENA_NCBI_accession	ERS4341668	ftp://massive.ucsd.edu/MSV000082969/peak/data_mzxml/data_mzxml_20180912_New/G85378_RH10_01_35419.mzXML	ERS4341668	metagenome	ERS4341668	yes
